class,term,week,subject,topic,agegroup,context
Jss 3,Noel Term,1,Agriculture,"Packaging Criteria for Farm Produce",12-13,"Understanding factors that influence choice of packaging materials: nature of produce, bulkiness, freshness, and distance to market"
Jss 3,Noel Term,2,Agriculture,"Types of Packaging Materials",12-13,"Identifying packaging items used in agriculture like boxes, drums, barrels, cages, polythene bags, and trays"
Jss 3,Noel Term,3,Agriculture,"Local Packaging Materials and Their Uses",12-13,"Exploring locally available packaging items such as egg trays, perforated boxes, and palm frond cages"
Jss 3,Noel Term,4,Agriculture,"Pricing of Agricultural Produce",12-13,"Understanding what pricing means and how farmers determine selling prices for their farm products"
Jss 3,Noel Term,5,Agriculture,"Price Determinants in Agriculture",12-13,"Learning factors that influence prices: cost of production, quality, quantity, demand and supply, and seasonality"
Jss 3,Noel Term,6,Agriculture,"Advertising Farm Produce",12-13,"Understanding methods and importance of advertising agricultural products to attract buyers and increase sales"
Jss 3,Noel Term,7,Agriculture,"Farm Records: Meaning and Importance",12-13,"Understanding what farm records are and why they are essential for monitoring agricultural business progress"
Jss 3,Noel Term,8,Agriculture,"Types of Farm Records I",12-13,"Learning about farm diary, farm inventory, and input records; their formats and uses in farm management"
Jss 3,Noel Term,9,Agriculture,"Types of Farm Records II",12-13,"Understanding production records, consumption records, sales records, and profit and loss accounts in farming"
Jss 3,Noel Term,10,Agriculture,"Computer-Aided Farm Records",12-13,"Exploring benefits of using computers and software for keeping farm records and managing agricultural data"
Jss 3,Calvary Term,1,Agriculture,"Book Keeping in Agriculture",12-13,"Understanding book keeping as keeping account of financial activities in agricultural enterprises"
Jss 3,Calvary Term,2,Agriculture,"Source Documents in Farm Accounting",12-13,"Identifying source documents: sales invoice, purchase invoice, returns inwards, and returns outwards"
Jss 3,Calvary Term,3,Agriculture,"Journal Preparation: Sales Journal",12-13,"Learning how to prepare sales journal from sales invoices and recording farm produce sales transactions"
Jss 3,Calvary Term,4,Agriculture,"Journal Preparation: Purchase Journal",12-13,"Understanding how to prepare purchase journal from purchase invoices for farm inputs and equipment"
Jss 3,Calvary Term,5,Agriculture,"Stock Exchange in Agriculture",12-13,"Understanding stock exchange as buying and selling of agricultural goods and services for present and future delivery"
Jss 3,Calvary Term,6,Agriculture,"People Involved in Agricultural Stock Exchange",12-13,"Identifying key players: buyers, sellers, farmers' agents, and their roles in agricultural commodities trading"
Jss 3,Calvary Term,7,Agriculture,"Importance of Stock Exchange to Agriculture",12-13,"Learning how stock exchange encourages investment in agriculture and promotes contract farming systems"
Jss 3,Calvary Term,8,Agriculture,"Export Promotion in Agriculture",12-13,"Understanding export promotion as encouraging sale of Nigerian agricultural produce in foreign countries"
Jss 3,Calvary Term,9,Agriculture,"Nigerian Export Agricultural Produce",12-13,"Identifying major export crops: cocoa, palm produce, hides and skins, cassava, groundnut, and pepper"
Jss 3,Calvary Term,10,Agriculture,"Benefits of Agricultural Export Promotion",12-13,"Understanding how export promotion attracts foreign exchange and provides additional market outlets for farmers"
Jss 3,Summer Term,1,Agriculture,"Marketing Agricultural Produce",12-13,"Understanding the marketing process from farm to consumer; identifying different marketing channels and intermediaries"
Jss 3,Summer Term,2,Agriculture,"Market Structure in Agriculture",12-13,"Learning about different types of agricultural markets: local markets, commodity markets, and export markets"
Jss 3,Summer Term,3,Agriculture,"Value Addition to Farm Produce",12-13,"Understanding processing and value addition techniques that increase the worth and marketability of farm products"
Jss 3,Summer Term,4,Agriculture,"Storage of Agricultural Produce",12-13,"Learning about proper storage methods and facilities to preserve farm produce quality and reduce post-harvest losses"
Jss 3,Summer Term,5,Agriculture,"Transportation of Farm Produce",12-13,"Understanding modes of transport for agricultural products and factors affecting choice of transportation method"
Jss 3,Summer Term,6,Agriculture,"Agricultural Cooperatives and Marketing",12-13,"Learning about farmers' cooperatives, their role in collective marketing, and benefits to small-scale farmers"
Jss 3,Summer Term,7,Agriculture,"Quality Control in Agricultural Marketing",12-13,"Understanding importance of maintaining produce quality standards for better market prices and customer satisfaction"
Jss 3,Summer Term,8,Agriculture,"Agricultural Marketing Information Systems",12-13,"Learning about sources of market information: prices, demand trends, and how farmers can access this information"
Jss 3,Summer Term,9,Agriculture,"Challenges in Agricultural Marketing",12-13,"Identifying problems farmers face in marketing: poor infrastructure, middlemen exploitation, price fluctuations"
Jss 3,Summer Term,10,Agriculture,"Entrepreneurship in Agriculture",12-13,"Integrating packaging, pricing, record keeping, and marketing skills for successful agricultural business ventures"
