class,term,week,subject,topic,agegroup,context
Jss 2,Noel Term,1,Yoruba Language,"Ami Ohun - Ohun Yoruba Meteeta",11-12,"Understanding the three types of Yoruba tones: middle tone (ohun aarin - unmarked), high tone (ohun oke - marked with acute accent), and low tone (ohun ile - marked with grave accent)"
Jss 2,Noel Term,2,Yoruba Language,"Ami Ohun lori Faweli",11-12,"Learning to mark tone marks on Yoruba vowels correctly, such as à, a, á, è, é, e, ẹ̀, ẹ, ẹ́, understanding how different tones change word meanings"
Jss 2,Noel Term,3,Yoruba Language,"Ami Ohun lori Oro Onisilebu",11-12,"Applying tone marks correctly on monosyllabic words (single syllable words) and understanding how tone affects pronunciation and meaning, examples: bá, ba, bà, dà, dá, da"
Jss 2,Noel Term,4,Yoruba Language,"Ami Ohun lori Oro Olopo Silebu",11-12,"Marking tones on polysyllabic words (multiple syllable words) including words with nasal consonants like ọkọ, okó, òkò, pátápátá, pàtàpàtà, kelekèle, àgbagbà"
Jss 2,Noel Term,5,Yoruba Language,"Onka - Egberun de Egbaa (1,000 - 2,000)",11-12,"Learning to read and write numbers in Yoruba from one thousand (egberun) to two thousand (egbaa), understanding the number system and converting between Yoruba words and figures"
Jss 2,Noel Term,6,Yoruba Language,"Isori Oro - Oruko ati Aropo Oruko",11-12,"Understanding word classes in Yoruba: nouns (oro oruko) and pronouns (oro aropo oruko), their positions and functions in sentences"
Jss 2,Noel Term,7,Yoruba Language,"Isori Oro - Apejuwe ati Atokun",11-12,"Learning about adjectives (oro apejuwe) that describe nouns and adverbs (oro atokun) that modify verbs, understanding their roles in Yoruba grammar"
Jss 2,Noel Term,8,Yoruba Language,"Isori Oro - Asopo",11-12,"Understanding conjunctions (oro asopo) in Yoruba, learning how they connect words, phrases, and sentences to form compound and complex structures"
Jss 2,Noel Term,9,Yoruba Language,"Batani Ihun Oro - F, KF, FKF",11-12,"Learning syllable patterns in Yoruba words: V (vowel only like 'o, a, e'), CV (consonant-vowel like 'wa, je'), and CVC patterns (like 'eja, owo')"
Jss 2,Noel Term,10,Yoruba Language,"Orisirisi Gbolohun - Alabode, Alakanpo, Oníbọ̀",11-12,"Understanding three types of Yoruba sentences: simple sentences (alabode), compound sentences (alakanpo), and complex sentences (onibo), with examples of each type"
Jss 2,Calvary Term,1,Yoruba Language,"Ere Onitan - Ibudo ati Ahunpo",11-12,"Reading and analyzing selected Yoruba historical plays, understanding setting (ibudo) where events occur and plot sequence (ahunpo) of the story"
Jss 2,Calvary Term,2,Yoruba Language,"Ere Onitan - Eda Itan ati Ifiwaweda",11-12,"Studying characters (eda itan) in historical plays and analyzing their characterization (ifiwaweda), understanding how characters are portrayed and developed"
