class,term,week,subject,topic,agegroup,context
Jss 1,Noel Term,1,General Mathematics,"Whole Numbers: Millions and Billions",10-11,"Learning to count, write, and read large numbers from 99,990 to 1,000,000 and up to 100,000,000; understanding place values"
Jss 1,Noel Term,2,General Mathematics,"Whole Numbers: Trillions",10-11,"Counting, writing, and reading numbers in trillions; applying large numbers to real-life situations like population, money"
Jss 1,Noel Term,3,General Mathematics,"Least Common Multiple (LCM)",10-11,"Finding common multiples of whole numbers; calculating LCM using factor method, multiple method, and index method"
Jss 1,Noel Term,4,General Mathematics,"Highest Common Factor (HCF)",10-11,"Identifying common factors of whole numbers; finding HCF using common factor and prime factor methods"
Jss 1,Noel Term,5,General Mathematics,"Difference Between LCM and HCF",10-11,"Understanding distinction between LCM and HCF; expressing numbers as products of prime factors; solving related problems"
Jss 1,Noel Term,6,General Mathematics,"Counting in Base 2 (Binary System)",10-11,"Learning to count in groups of twos using bundles; understanding binary number system basics"
Jss 1,Noel Term,7,General Mathematics,"Converting Base 10 to Binary Numbers",10-11,"Converting numbers 1-10 from base 10 to base 2 using bundles method; understanding place value in binary system"
Jss 1,Noel Term,8,General Mathematics,"Equivalent Fractions",10-11,"Identifying equivalent fractions like 1/2 = 2/4 = 4/8; using formula to find equivalent fractions; applying in sharing"
Jss 1,Noel Term,9,General Mathematics,"Ordering Fractions and Conversion",10-11,"Arranging fractions in ascending or descending order; converting fractions to decimals and vice versa"
Jss 1,Noel Term,10,General Mathematics,"Converting Fractions and Percentages",10-11,"Converting fractions to percentages and percentages to fractions; understanding percentage as part of hundred"
Jss 1,Calvary Term,1,General Mathematics,"Addition and Subtraction of Whole Numbers",10-11,"Adding and subtracting numbers up to 4 digits; stating place values of results; solving word problems"
Jss 1,Calvary Term,2,General Mathematics,"Directed Numbers Using Number Line",10-11,"Understanding positive and negative integers; using number line for addition and subtraction; real-life applications (temperature, banking)"
Jss 1,Calvary Term,3,General Mathematics,"Addition and Subtraction of Fractions",10-11,"Adding and subtracting fractions with same and different denominators; handling mixed numbers; solving word problems"
Jss 1,Calvary Term,4,General Mathematics,"Multiplication and Division of Fractions",10-11,"Multiplying and dividing fractions using diagrams and calculation; working with mixed numbers; solving word problems"
Jss 1,Calvary Term,5,General Mathematics,"Estimation of Dimensions and Distances",10-11,"Estimating lengths, widths, distances within school environment; developing sense of measurement without exact tools"
Jss 1,Calvary Term,6,General Mathematics,"Estimation of Capacity and Mass",10-11,"Estimating capacity of containers (milk tins, bottles); estimating mass of objects; applying estimation to daily life"
Jss 1,Calvary Term,7,General Mathematics,"Approximation in Basic Operations",10-11,"Approximating answers to addition, subtraction, multiplication, division; understanding when approximation is useful"
Jss 1,Calvary Term,8,General Mathematics,"Rounding Off Numbers",10-11,"Rounding numbers to nearest 10, 100, and 1000; applying approximation and rounding in everyday activities"
Jss 1,Calvary Term,9,General Mathematics,"Binary Operations: Addition and Subtraction",10-11,"Adding two or three 3-digit binary numbers; subtracting two 3-digit binary numbers in base 2 system"
Jss 1,Calvary Term,10,General Mathematics,"Binary Operations: Multiplication",10-11,"Multiplying two 2-digit binary numbers; understanding binary multiplication rules and procedures"
Jss 1,Summer Term,1,General Mathematics,"Open Sentences and Use of Symbols",10-11,"Solving open sentences with boxes representing unknowns; understanding relationship between addition/subtraction and multiplication/division"
Jss 1,Summer Term,2,General Mathematics,"Using Letters to Represent Symbols",10-11,"Replacing boxes with letters in open sentences; solving problems with two arithmetic operations; translating word problems"
Jss 1,Summer Term,3,General Mathematics,"Algebraic Expressions: Like and Unlike Terms",10-11,"Identifying like and unlike terms in algebraic expressions; understanding coefficients of positive and negative terms"
Jss 1,Summer Term,4,General Mathematics,"Simplification of Algebraic Expressions",10-11,"Collecting like terms; performing basic arithmetic operations on algebraic expressions; simplifying with brackets"
Jss 1,Summer Term,5,General Mathematics,"Simple Equations",10-11,"Translating word sentences into mathematical equations; solving simple equations like 5k + 7 = 22; cross-checking answers"
Jss 1,Summer Term,6,General Mathematics,"Plane Shapes: Perimeter",10-11,"Identifying properties of square, rectangle, triangle, parallelogram, trapezium, circle; finding perimeter using practical methods and formulas"
Jss 1,Summer Term,7,General Mathematics,"Plane Shapes: Area",10-11,"Finding area of regular shapes (squares, rectangles, parallelograms) using graph paper and formulas; real-life applications"
Jss 1,Summer Term,8,General Mathematics,"Three Dimensional Figures: Properties",10-11,"Identifying properties of cubes, cuboids, pyramids, cones, cylinders, spheres; counting faces, edges, vertices"
Jss 1,Summer Term,9,General Mathematics,"Volume of Cubes and Cuboids",10-11,"Deriving formulas for volume of cubes and cuboids; calculating volume using length × width × height"
Jss 1,Summer Term,10,General Mathematics,"Construction and Angles",10-11,"Constructing parallel and perpendicular lines, bisecting line segments; constructing 60° and 90° angles; measuring angles with protractor"
