class,term,week,subject,topic,agegroup,context
Jss 2,Noel Term,1,Physical And Health Education,"Posture: Meaning and Types",11-12,"Understanding proper posture in sitting, standing, walking, and lifting; importance of good posture for health"
Jss 2,Noel Term,2,Physical And Health Education,"Postural Defects",11-12,"Identifying postural defects like kyphosis, lordosis, scoliosis, flat feet, and bow legs; their characteristics"
Jss 2,Noel Term,3,Physical And Health Education,"Causes and Prevention of Postural Defects",11-12,"Understanding how poor nutrition, lack of exercise, and bad habits cause postural problems; corrective measures"
Jss 2,Noel Term,4,Physical And Health Education,"Issues and Challenges in Physical and Health Education",11-12,"Exploring current problems and obstacles affecting physical and health education in schools and communities"
Jss 2,Noel Term,5,Physical And Health Education,"Human Trafficking and Health Implications",11-12,"Understanding human trafficking, its health effects on victims, causes, and prevention strategies"
Jss 2,Noel Term,6,Physical And Health Education,"Sports Laws and Legal Liability",11-12,"Learning about negligence, tort, legal liability, and assault in sports; understanding sports regulations"
Jss 2,Noel Term,7,Physical And Health Education,"Indoor and Outdoor Recreational Activities",11-12,"Differentiating between indoor activities (ludo, table tennis) and outdoor activities (soccer, athletics)"
Jss 2,Noel Term,8,Physical And Health Education,"Dramatic and Creative Rhythms",11-12,"Understanding and performing gymnastics, aerobics, and creative movement activities"
Jss 2,Noel Term,9,Physical And Health Education,"Dance Activities and Cultural Dances",11-12,"Learning and demonstrating traditional dances like bata, mkpokiti, atilogwu, koroso, and ekombi"
Jss 2,Noel Term,10,Physical And Health Education,"Computer Games as Leisure Activities",11-12,"Exploring different types of computer games and their role in recreation and entertainment"
Jss 2,Calvary Term,1,Physical And Health Education,"Table Tennis: Basic Skills and Techniques",11-12,"Learning grip, service, drive, chop, and smash techniques in table tennis; practicing rallies"
Jss 2,Calvary Term,2,Physical And Health Education,"Table Tennis: Rules and Regulations",11-12,"Understanding scoring system, game rules, equipment, facilities, and officials in table tennis"
Jss 2,Calvary Term,3,Physical And Health Education,"Lawn Tennis: Basic Skills and Techniques",11-12,"Learning fundamental strokes, serves, and techniques in lawn tennis; court positioning"
Jss 2,Calvary Term,4,Physical And Health Education,"Lawn Tennis: Rules, Equipment and Officials",11-12,"Understanding tennis court dimensions, scoring, match play rules, and roles of officials"
Jss 2,Calvary Term,5,Physical And Health Education,"Accidents and Injuries: Definition and Types",11-12,"Understanding what constitutes accidents and injuries; differentiating between sports, domestic, and road accidents"
Jss 2,Calvary Term,6,Physical And Health Education,"Sports Injuries and First Aid Treatment",11-12,"Identifying common sports injuries like sprains, muscle pulls, wounds, dislocations; applying first aid"
Jss 2,Calvary Term,7,Physical And Health Education,"Domestic Accidents and Prevention",11-12,"Understanding causes of home accidents; first aid treatment and safety measures at home"
Jss 2,Calvary Term,8,Physical And Health Education,"Road Traffic Accidents and Safety Measures",11-12,"Learning about road safety, causes of road accidents, first aid treatment, and preventive measures"
Jss 2,Calvary Term,9,Physical And Health Education,"Safety Education: Home, School, and Sports Ground",11-12,"Understanding safety principles and measures to prevent accidents in different environments"
Jss 2,Calvary Term,10,Physical And Health Education,"First Aid Box and Basic Treatment Procedures",11-12,"Learning contents of first aid box; practicing basic first aid like stopping bleeding and binding wounds"
Jss 2,Summer Term,1,Physical And Health Education,"School Health Programme: Meaning and Components",11-12,"Understanding skill-based health education, school health services, and healthful school environment"
Jss 2,Summer Term,2,Physical And Health Education,"School Feeding Services and Community Relations",11-12,"Exploring importance of school feeding programmes and school-home-community health partnerships"
Jss 2,Summer Term,3,Physical And Health Education,"FRESH Approach to School Health",11-12,"Learning Focusing Resources on Effective School Health initiatives and programmes"
Jss 2,Summer Term,4,Physical And Health Education,"Environmental Pollution: Types and Sources",11-12,"Identifying air, water, land, and noise pollution; understanding their sources and causes"
Jss 2,Summer Term,5,Physical And Health Education,"Effects of Environmental Pollution",11-12,"Understanding how pollution affects personal health, community health, and the environment"
Jss 2,Summer Term,6,Physical And Health Education,"Prevention of Environmental Pollution",11-12,"Learning practical measures to prevent and control different types of environmental pollution"
Jss 2,Summer Term,7,Physical And Health Education,"Non-Communicable Diseases: Introduction",11-12,"Understanding diseases that cannot spread from person to person; their nature and characteristics"
Jss 2,Summer Term,8,Physical And Health Education,"Sickle Cell Disease and Anemia",11-12,"Learning about genetic blood disorders, symptoms, management, and prevention of sickle cell and anemia"
Jss 2,Summer Term,9,Physical And Health Education,"Obesity, Asthma, and Kwashiorkor",11-12,"Understanding nutritional and respiratory non-communicable diseases; their causes and prevention"
Jss 2,Summer Term,10,Physical And Health Education,"Healthy Lifestyle and Disease Prevention",11-12,"Integrating good posture, recreation, safety, and environmental health for overall wellness"
