class,term,week,subject,topic,agegroup,context,generated
Jss 2,Noel Term,10,Computer Studies,"Introduction to Graphic Packages",11-12,"Learning about graphic packages such as Paint, CorelDraw, and Instant Artist, and understanding their features like toolbar, menu bar, and color palette",true
Jss 2,Calvary Term,1,Computer Studies,"Paint Environment and Tools",11-12,"Exploring the Paint program environment, identifying paint tools and their functions, and understanding the interface components",true
Jss 2,Calvary Term,2,Computer Studies,"Drawing with Paint",11-12,"Practical lessons on using Paint tools to draw and color simple objects such as the Nigerian flag, shapes, and basic illustrations",true
Jss 2,Calvary Term,3,Computer Studies,"Advanced Paint Techniques",11-12,"Learning advanced features of Paint including text insertion, image editing, special effects, and creating more complex drawings",true
Jss 2,Calvary Term,4,Computer Studies,"Information Technology as a Transformational Tool",11-12,"Understanding what ICT stands for and identifying IT gadgets like computers, telephones (GSM), satellite communication, television, and internet",true
Jss 2,Calvary Term,5,Computer Studies,"Benefits and Disadvantages of IT",11-12,"Exploring the advantages of information technology in daily life, education, and business, as well as understanding potential disadvantages and challenges",true
Jss 2,Calvary Term,6,Computer Studies,"IT Gadgets - GSM, Fax, and Telephone",11-12,"Learning to differentiate between GSM, fax machines, and telephones, and practical experience in making calls, sending messages, and storing information",true
Jss 2,Calvary Term,7,Computer Studies,"Using GSM Handsets",11-12,"Hands-on practice with GSM handsets including creating and sending messages, storing contacts, saving text messages, and managing phone features",true
Jss 2,Calvary Term,8,Computer Studies,"Introduction to the Internet",11-12,"Understanding the internet as the largest computer network, learning about email addresses, worldwide web (www), and internet browsers like Internet Explorer and Mozilla",true
Jss 2,Calvary Term,9,Computer Studies,"Creating and Using Email",11-12,"Practical lessons on creating email accounts, writing valid email addresses, opening emails, and understanding email etiquette and communication",true
Jss 2,Calvary Term,10,Computer Studies,"Benefits and Abuses of the Internet",11-12,"Understanding internet benefits (information exchange, e-learning, e-entertainment) and abuses (fraud, pornography) with emphasis on safe internet practices",true
Jss 2,Summer Term,1,Computer Studies,"Internet Environment and Icons",11-12,"Recognizing and naming icons in the internet environment, understanding their functions, and navigating web browsers effectively",true
Jss 2,Summer Term,2,Computer Studies,"Sending and Receiving Emails",11-12,"Practical experience in composing emails, sending and receiving messages, managing inbox, and organizing email communications",true
Jss 2,Summer Term,3,Computer Studies,"Internet Chat and Communication",11-12,"Learning to use internet chat features for real-time communication, understanding chat etiquette, and safe online interaction practices",true
Jss 2,Summer Term,4,Computer Studies,"Educational Network Groups",11-12,"Linking up with educational network groups such as SchoolNet and e-school, exploring educational websites, and accessing online learning resources",true
Jss 2,Summer Term,5,Computer Studies,"Web Browsing and Navigation",11-12,"Learning to navigate websites, use search engines effectively, understand website addresses (URLs), and access specific web pages",true
Jss 2,Summer Term,6,Computer Studies,"Computer Maintenance and Care",11-12,"Understanding proper computer maintenance including cleaning, protecting from power problems, using surge protectors, and unplugging when not in use",true
Jss 2,Summer Term,7,Computer Studies,"File Management and Organization",11-12,"Learning to create, save, organize, and retrieve files and folders on a computer system, understanding file naming conventions and directory structure",true
Jss 2,Summer Term,8,Computer Studies,"Introduction to Other Graphic Software",11-12,"Exploring other graphic packages beyond Paint such as CorelDraw and Instant Artist, comparing features and capabilities of different graphic software",true
Jss 2,Summer Term,9,Computer Studies,"Practical Graphics Project",11-12,"Students create a complete graphics project using learned skills, incorporating drawing, coloring, text, and design elements to produce original artwork",true
Jss 2,Summer Term,10,Computer Studies,"IT in Modern Society",11-12,"Exploring the role of information technology in various sectors including education, healthcare, banking, entertainment, and communication in modern Nigerian society",true
Jss 2,Noel Term,1,Cultural and Creative Arts,"Elements of Design",11-12,"Introduction to the basic components of design including line, colour, form, space, and texture, and how to apply them in creating visual compositions",true
Jss 2,Noel Term,2,Cultural and Creative Arts,"Principles of Design",11-12,"Understanding design principles such as harmony, variety, balance, proportion, dominance, and rhythm, and their application in artwork",true
Jss 2,Noel Term,3,Cultural and Creative Arts,"Materials, Tools and Equipment for Craft Making",11-12,"Learning about different materials (paper, fabric, clay, wood) and tools (scissors, pliers, throwing wheel) used in various craft productions",true
Jss 2,Noel Term,4,Cultural and Creative Arts,"The Study of Colours",11-12,"Exploring colour theory including classification of colours (primary, secondary, tertiary), colour mixing, local colour sources, and creating a colour wheel",true
Jss 2,Noel Term,5,Cultural and Creative Arts,"Colour Application in Crafts",11-12,"Practical application of colour mixing techniques and applying colours to various craft works using appropriate tools and materials",true
